age,workclass,education,education_num,marital_status,occupation,capital_gain,capital_loss,hours_per_week,income
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,50,<=50K
39,Private,Masters,14,Never-married,Other-service,0,0,32,<=50K
49,Private,Some-college,10,Divorced,Other-service,0,0,40,<=50K
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,5178,0,40,>50K
26,Private,HS-grad,9,Never-married,Adm-clerical,0,0,45,<=50K
31,Private,Some-college,10,Divorced,Adm-clerical,0,0,40,<=50K
60,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,0,0,50,<=50K
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,15024,0,50,>50K
26,Private,Some-college,10,Married-civ-spouse,Transport-moving,7298,0,55,>50K
27,Private,Prof-school,15,Never-married,Prof-specialty,0,0,40,<=50K
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,40,<=50K
59,Private,HS-grad,9,Widowed,Exec-managerial,0,0,50,<=50K
19,?,Some-college,10,Never-married,?,0,0,20,<=50K
18,Private,Some-college,10,Never-married,Other-service,0,0,24,<=50K
22,Private,Some-college,10,Married-civ-spouse,Exec-managerial,0,0,45,<=50K
24,Private,Assoc-acdm,12,Married-civ-spouse,Sales,0,0,20,<=50K
53,State-gov,10th,6,Married-civ-spouse,Transport-moving,0,0,40,>50K
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,0,0,42,>50K
24,Private,Some-college,10,Married-civ-spouse,Tech-support,0,0,50,>50K
60,Private,10th,6,Widowed,Tech-support,0,0,40,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
52,Federal-gov,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
32,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,0,0,99,>50K
34,Private,10th,6,Separated,Other-service,0,0,35,<=50K
35,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,0,0,40,>50K
38,Private,9th,5,Married-spouse-absent,Handlers-cleaners,0,0,40,<=50K
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,4508,0,90,<=50K
53,Local-gov,Prof-school,15,Never-married,Prof-specialty,0,0,50,>50K
23,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,40,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,0,0,60,>50K
17,Private,10th,6,Never-married,Sales,0,0,20,<=50K
53,Local-gov,Bachelors,13,Divorced,Prof-specialty,0,1876,54,<=50K
32,Private,Bachelors,13,Divorced,Craft-repair,0,0,50,>50K
43,?,HS-grad,9,Never-married,?,0,0,40,<=50K
18,Private,11th,7,Never-married,Sales,0,0,16,<=50K
62,Private,10th,6,Divorced,Other-service,0,0,40,<=50K
45,Private,Masters,14,Married-civ-spouse,Other-service,0,0,40,<=50K
46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,0,0,70,<=50K
73,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,0,0,40,<=50K
64,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,0,0,60,>50K
26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,0,0,45,>50K
23,Private,HS-grad,9,Never-married,Sales,0,0,48,<=50K
30,Private,HS-grad,9,Never-married,Machine-op-inspct,0,0,40,<=50K
51,Private,Some-college,10,Divorced,Adm-clerical,0,0,40,<=50K
35,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,0,0,55,<=50K
39,Private,Some-college,10,Never-married,Adm-clerical,13550,0,45,>50K
35,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,0,0,40,>50K
41,Private,HS-grad,9,Widowed,Machine-op-inspct,0,0,40,<=50K
31,Private,Some-college,10,Divorced,Craft-repair,4650,0,40,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Sales,0,0,50,>50K
46,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,0,0,40,>50K
31,Private,HS-grad,9,Never-married,Other-service,0,0,30,<=50K
41,Self-emp-inc,Some-college,10,Divorced,Machine-op-inspct,0,0,40,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,3137,0,40,<=50K
23,Private,HS-grad,9,Never-married,Sales,0,0,40,<=50K
21,?,Some-college,10,Never-married,?,0,0,35,<=50K
49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,45,>50K
53,Private,Assoc-voc,11,Divorced,Tech-support,0,0,40,<=50K
38,Local-gov,Bachelors,13,Never-married,Protective-serv,4787,0,43,>50K
36,Private,Assoc-acdm,12,Divorced,Exec-managerial,0,0,40,<=50K
32,Private,Some-college,10,Never-married,Craft-repair,0,0,72,<=50K
20,Private,11th,7,Never-married,Transport-moving,0,0,40,<=50K
17,?,11th,7,Never-married,?,0,0,10,<=50K
22,Private,Some-college,10,Never-married,Tech-support,0,0,32,<=50K
25,Private,Assoc-voc,11,Never-married,Craft-repair,0,0,40,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,1902,40,<=50K
24,Private,Some-college,10,Never-married,Farming-fishing,0,0,20,<=50K
48,State-gov,HS-grad,9,Divorced,Craft-repair,8614,0,40,>50K
20,Private,1st-4th,2,Never-married,Farming-fishing,0,0,30,<=50K
60,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,0,0,40,>50K
20,Private,HS-grad,9,Never-married,Other-service,0,0,30,<=50K
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,0,0,45,>50K
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,40,>50K
46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,0,0,40,>50K
22,Private,11th,7,Never-married,Sales,0,0,25,<=50K
19,Private,Some-college,10,Never-married,Exec-managerial,0,0,35,<=50K
37,Private,HS-grad,9,Never-married,Sales,0,0,40,<=50K
30,Private,Assoc-voc,11,Divorced,Sales,0,0,40,>50K
44,Private,Assoc-acdm,12,Never-married,Craft-repair,0,0,25,<=50K
63,?,HS-grad,9,Married-civ-spouse,?,0,0,25,<=50K
22,Private,HS-grad,9,Never-married,Sales,0,0,45,<=50K
31,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,3908,0,50,<=50K
17,Private,11th,7,Never-married,Adm-clerical,0,0,40,<=50K
21,Private,HS-grad,9,Never-married,Handlers-cleaners,0,0,40,<=50K
67,Private,Masters,14,Married-civ-spouse,Exec-managerial,0,0,40,>50K
46,Private,7th-8th,4,Divorced,Exec-managerial,0,0,40,<=50K
29,Private,HS-grad,9,Divorced,Handlers-cleaners,0,0,50,<=50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,0,0,6,<=50K
27,Private,Some-college,10,Never-married,Other-service,0,0,24,<=50K
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,0,0,40,>50K
19,Private,Some-college,10,Never-married,Adm-clerical,0,0,30,<=50K
36,Private,12th,8,Separated,Other-service,0,0,40,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,15024,0,50,>50K
62,State-gov,Bachelors,13,Divorced,Prof-specialty,0,0,40,<=50K
28,Private,Prof-school,15,Never-married,Prof-specialty,0,2339,40,<=50K
18,Private,11th,7,Never-married,Other-service,0,0,15,<=50K
59,Private,Prof-school,15,Married-civ-spouse,Transport-moving,15024,0,50,>50K
37,Private,Bachelors,13,Divorced,Exec-managerial,0,0,40,<=50K
27,Private,Some-college,10,Never-married,Craft-repair,0,0,40,<=50K
46,Local-gov,Masters,14,Divorced,Prof-specialty,0,0,43,<=50K
29,Private,11th,7,Separated,Sales,0,2754,42,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,40,>50K
62,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,0,2415,55,>50K
28,Private,10th,6,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
22,Private,Some-college,10,Never-married,Sales,0,0,35,<=50K
46,Federal-gov,Masters,14,Married-civ-spouse,Armed-Forces,0,1887,40,>50K
54,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,0,1977,40,>50K
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,72,<=50K
67,?,Doctorate,16,Married-civ-spouse,?,0,0,20,>50K
62,Private,Bachelors,13,Married-civ-spouse,Sales,0,0,20,>50K
30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,0,0,40,<=50K
19,Private,HS-grad,9,Never-married,Other-service,0,0,20,<=50K
49,?,7th-8th,4,Married-civ-spouse,?,0,0,99,<=50K
27,Private,Assoc-voc,11,Never-married,Machine-op-inspct,0,0,45,<=50K
36,Private,Some-college,10,Married-civ-spouse,Craft-repair,0,0,50,>50K
52,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,0,0,40,>50K
47,Private,12th,8,Married-spouse-absent,Exec-managerial,0,0,55,<=50K
57,Local-gov,HS-grad,9,Divorced,Protective-serv,0,0,40,<=50K
64,Private,Some-college,10,Married-spouse-absent,Exec-managerial,0,0,40,<=50K
56,?,HS-grad,9,Divorced,?,0,0,40,<=50K
53,Private,11th,7,Widowed,Other-service,0,0,47,<=50K
53,Private,Bachelors,13,Married-civ-spouse,Craft-repair,0,0,44,>50K
31,Private,Some-college,10,Separated,Sales,0,0,40,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,7688,0,45,>50K
45,Local-gov,HS-grad,9,Separated,Other-service,0,0,40,<=50K
63,?,Bachelors,13,Married-civ-spouse,?,0,2179,45,<=50K
45,State-gov,HS-grad,9,Divorced,Adm-clerical,0,0,40,<=50K
23,Private,Some-college,10,Never-married,Other-service,0,0,28,<=50K
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,0,0,72,<=50K
31,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,0,0,40,<=50K
35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,0,0,45,<=50K
54,Private,Masters,14,Married-civ-spouse,Transport-moving,7688,0,60,>50K
22,?,Some-college,10,Never-married,?,0,0,40,<=50K
40,Local-gov,Bachelors,13,Divorced,Prof-specialty,5455,0,40,<=50K
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,40,>50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
58,Self-emp-inc,11th,7,Married-civ-spouse,Transport-moving,0,0,60,<=50K
31,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,0,1977,99,>50K
46,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,0,0,40,<=50K
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,0,0,40,<=50K
22,Local-gov,Some-college,10,Never-married,Prof-specialty,594,0,25,<=50K
17,?,10th,6,Never-married,?,0,0,30,<=50K
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,60,<=50K
73,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,0,0,15,<=50K
25,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,0,0,45,>50K
53,Federal-gov,Some-college,10,Divorced,Farming-fishing,0,0,40,<=50K
46,Private,Some-college,10,Married-civ-spouse,Transport-moving,7298,0,45,>50K
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,99999,0,25,>50K
37,Private,Bachelors,13,Never-married,Prof-specialty,0,0,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,0,0,50,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
29,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,0,0,40,<=50K
75,?,Bachelors,13,Widowed,?,0,0,6,<=50K
58,Private,Masters,14,Married-civ-spouse,Exec-managerial,0,0,40,>50K
42,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,0,0,50,<=50K
62,Local-gov,9th,5,Divorced,Protective-serv,0,0,24,<=50K
45,Local-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,7298,0,40,>50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,0,0,40,>50K
36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,0,0,50,>50K
70,?,HS-grad,9,Widowed,?,2009,0,40,<=50K
42,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,0,0,30,<=50K
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,15024,0,35,>50K
42,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,0,0,40,<=50K
43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,38,>50K
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,0,0,40,>50K
36,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,7298,0,39,>50K
27,Private,Bachelors,13,Never-married,Tech-support,0,0,40,<=50K
54,Private,5th-6th,3,Married-spouse-absent,Machine-op-inspct,0,0,40,<=50K
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,0,1902,40,>50K
29,Private,HS-grad,9,Never-married,Other-service,0,0,30,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,38,<=50K
37,Private,Some-college,10,Divorced,Other-service,0,0,47,<=50K
55,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,0,0,40,<=50K
67,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,0,0,20,<=50K
51,Private,HS-grad,9,Widowed,Handlers-cleaners,0,0,30,<=50K
35,Private,Masters,14,Never-married,Prof-specialty,0,0,32,<=50K
41,Private,7th-8th,4,Married-civ-spouse,Craft-repair,0,0,40,<=50K
64,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,0,0,40,<=50K
23,Private,5th-6th,3,Never-married,Handlers-cleaners,0,0,55,<=50K
49,Private,Bachelors,13,Never-married,Other-service,0,0,35,<=50K
38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,0,0,70,<=50K
62,Private,HS-grad,9,Never-married,Handlers-cleaners,0,0,40,<=50K
62,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,0,0,10,<=50K
70,?,HS-grad,9,Married-civ-spouse,?,0,0,14,<=50K
45,Self-emp-not-inc,Masters,14,Divorced,Craft-repair,0,0,40,<=50K
20,Private,Assoc-acdm,12,Never-married,Sales,0,0,40,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,48,<=50K
50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,0,0,40,<=50K
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,55,>50K
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,70,<=50K
52,Federal-gov,Some-college,10,Separated,Exec-managerial,0,0,40,<=50K
28,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,0,0,50,>50K
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,30,<=50K
31,Private,HS-grad,9,Divorced,Other-service,0,0,40,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,0,0,40,>50K
34,Private,HS-grad,9,Divorced,Sales,0,1590,40,<=50K
53,Private,Some-college,10,Married-civ-spouse,Sales,0,0,40,>50K
42,Private,12th,8,Never-married,Farming-fishing,0,0,40,<=50K
26,Private,Some-college,10,Married-civ-spouse,Other-service,0,0,25,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,40,>50K
49,Private,Masters,14,Married-civ-spouse,Prof-specialty,0,0,50,>50K
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
42,Private,Some-college,10,Divorced,Farming-fishing,0,0,40,<=50K
31,Private,11th,7,Married-spouse-absent,Sales,0,0,40,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,40,<=50K
50,Private,Bachelors,13,Separated,Prof-specialty,0,0,40,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
37,Private,Some-college,10,Never-married,Tech-support,0,0,40,<=50K
53,?,HS-grad,9,Never-married,?,0,1504,35,<=50K
20,Private,Some-college,10,Never-married,Sales,0,0,16,<=50K
31,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,0,0,40,>50K
28,Private,HS-grad,9,Never-married,Craft-repair,0,0,35,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Tech-support,0,0,40,>50K
21,Private,Some-college,10,Never-married,Prof-specialty,0,0,8,<=50K
41,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,7298,0,70,>50K
30,Private,Bachelors,13,Never-married,Exec-managerial,0,0,70,>50K
66,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,70,<=50K
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,0,0,60,>50K
74,State-gov,7th-8th,4,Widowed,Handlers-cleaners,0,0,20,<=50K
46,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,0,0,70,>50K
51,Private,Masters,14,Married-civ-spouse,Exec-managerial,0,1977,50,>50K
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,15024,0,50,>50K
30,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,3464,0,40,<=50K
47,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,50,>50K
49,Private,Bachelors,13,Divorced,Exec-managerial,0,0,40,<=50K
53,Private,HS-grad,9,Divorced,Craft-repair,0,0,48,<=50K
24,Private,Assoc-voc,11,Never-married,Machine-op-inspct,0,0,40,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,50,<=50K
32,Private,Some-college,10,Never-married,Craft-repair,0,0,40,<=50K
45,Private,Some-college,10,Married-civ-spouse,Sales,0,0,45,<=50K
46,Self-emp-inc,HS-grad,9,Married-spouse-absent,Farming-fishing,3325,0,45,<=50K
37,State-gov,Some-college,10,Divorced,Other-service,0,0,65,<=50K
48,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,0,0,61,>50K
25,Private,Bachelors,13,Never-married,Adm-clerical,0,0,40,<=50K
28,?,HS-grad,9,Married-civ-spouse,?,3103,0,20,<=50K
44,?,12th,8,Separated,?,0,0,36,<=50K
58,?,Some-college,10,Married-civ-spouse,?,0,0,30,<=50K
27,Private,Some-college,10,Never-married,Adm-clerical,0,0,40,<=50K
69,Private,HS-grad,9,Widowed,Adm-clerical,0,0,8,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,0,0,52,>50K
47,Private,12th,8,Never-married,Adm-clerical,0,0,40,<=50K
30,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,0,0,60,<=50K
46,Private,HS-grad,9,Never-married,Handlers-cleaners,3674,0,30,<=50K
27,Private,Prof-school,15,Never-married,Prof-specialty,0,0,45,<=50K
19,Private,Some-college,10,Never-married,Sales,0,0,35,<=50K
18,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,3103,0,40,<=50K
24,Private,11th,7,Married-civ-spouse,Craft-repair,0,0,50,>50K
32,Private,Bachelors,13,Never-married,Prof-specialty,0,0,40,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,0,0,40,<=50K
19,Private,Preschool,1,Never-married,Farming-fishing,0,0,36,<=50K
28,Private,Some-college,10,Never-married,Handlers-cleaners,0,0,40,<=50K
39,Local-gov,Masters,14,Never-married,Prof-specialty,0,0,55,<=50K
38,Self-emp-not-inc,Some-college,10,Separated,Sales,0,0,60,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,>50K
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,40,>50K
46,Private,9th,5,Separated,Machine-op-inspct,0,0,40,<=50K
53,Private,Some-college,10,Widowed,Exec-managerial,0,0,54,<=50K
21,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,0,0,15,<=50K
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,0,0,50,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,3103,0,52,>50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,45,<=50K
24,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
32,Private,10th,6,Never-married,Craft-repair,0,0,50,<=50K
30,Private,HS-grad,9,Divorced,Other-service,0,0,40,<=50K
57,State-gov,Doctorate,16,Divorced,Prof-specialty,0,0,50,<=50K
56,Private,7th-8th,4,Never-married,Adm-clerical,0,0,40,<=50K
27,Private,HS-grad,9,Never-married,Exec-managerial,0,0,37,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
19,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
61,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,50,>50K
49,Private,Assoc-voc,11,Divorced,Tech-support,0,0,40,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,38,<=50K
50,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,0,0,55,>50K
43,Private,Bachelors,13,Married-civ-spouse,Craft-repair,0,0,84,>50K
34,Private,HS-grad,9,Never-married,Machine-op-inspct,0,0,48,<=50K
28,Private,11th,7,Married-civ-spouse,Craft-repair,0,0,40,<=50K
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,0,0,40,<=50K
55,Private,HS-grad,9,Widowed,Machine-op-inspct,0,0,44,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,45,>50K
51,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,0,0,40,>50K
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
42,Private,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,0,0,31,<=50K
63,?,Doctorate,16,Married-civ-spouse,?,0,0,12,<=50K
31,Private,Masters,14,Never-married,Prof-specialty,0,0,30,<=50K
22,Local-gov,HS-grad,9,Never-married,Farming-fishing,0,0,20,<=50K
67,Private,HS-grad,9,Divorced,Transport-moving,0,0,60,<=50K
50,?,9th,5,Married-civ-spouse,?,0,0,50,<=50K
63,Private,HS-grad,9,Widowed,Other-service,0,0,24,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,>50K
17,Private,11th,7,Never-married,Prof-specialty,0,0,40,<=50K
41,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,40,<=50K
53,Local-gov,7th-8th,4,Married-civ-spouse,Transport-moving,0,0,38,<=50K
44,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,0,0,99,<=50K
24,Private,Bachelors,13,Never-married,Farming-fishing,0,0,40,<=50K
35,Private,Assoc-voc,11,Divorced,Tech-support,0,0,35,<=50K
61,Private,Some-college,10,Married-civ-spouse,Tech-support,0,0,40,>50K
31,Private,Assoc-acdm,12,Never-married,Prof-specialty,0,0,40,<=50K
44,Private,Bachelors,13,Married-civ-spouse,Tech-support,5178,0,40,>50K
56,Private,HS-grad,9,Married-civ-spouse,Sales,0,0,36,>50K
66,Private,Assoc-acdm,12,Divorced,Adm-clerical,0,0,40,<=50K
45,Private,Some-college,10,Married-civ-spouse,Craft-repair,0,0,40,<=50K
69,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,20051,0,45,>50K
64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,0,0,36,>50K
43,Local-gov,Some-college,10,Separated,Craft-repair,0,0,40,<=50K
37,Private,HS-grad,9,Divorced,Craft-repair,0,0,49,<=50K
19,Private,HS-grad,9,Never-married,Adm-clerical,0,0,16,<=50K
59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,0,0,40,<=50K
50,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,40,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,50,>50K
56,Private,Some-college,10,Married-civ-spouse,Tech-support,0,0,45,>50K
28,Private,Assoc-voc,11,Married-civ-spouse,Sales,0,0,40,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,0,0,34,<=50K
42,Private,Masters,14,Married-civ-spouse,Sales,0,0,40,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Other-service,0,0,40,<=50K
19,Private,11th,7,Never-married,Sales,0,0,30,<=50K
68,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,0,0,40,>50K
28,Private,Masters,14,Married-civ-spouse,Prof-specialty,0,0,38,>50K
81,?,Some-college,10,Widowed,?,0,0,4,<=50K
22,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,0,0,40,<=50K
58,Private,Assoc-acdm,12,Divorced,Adm-clerical,0,0,40,<=50K
31,Private,Some-college,10,Never-married,Machine-op-inspct,0,0,25,<=50K
17,Local-gov,11th,7,Never-married,Protective-serv,0,0,30,<=50K
25,Private,Some-college,10,Never-married,Transport-moving,10520,0,50,>50K
23,Private,Some-college,10,Never-married,Other-service,0,0,23,<=50K
25,Private,12th,8,Never-married,Other-service,0,0,40,<=50K
47,Private,HS-grad,9,Never-married,Craft-repair,0,0,40,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,60,>50K
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
46,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,0,0,40,>50K
38,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,0,0,35,<=50K
23,Private,HS-grad,9,Never-married,Machine-op-inspct,0,0,30,<=50K
34,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,0,0,35,<=50K
33,Private,HS-grad,9,Never-married,Craft-repair,0,0,40,>50K
38,Private,HS-grad,9,Widowed,Other-service,0,0,20,<=50K
52,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,0,0,40,<=50K
50,Private,HS-grad,9,Divorced,Sales,0,0,33,<=50K
38,Private,Bachelors,13,Never-married,Sales,0,2444,45,>50K
35,Private,Bachelors,13,Married-civ-spouse,Other-service,0,0,40,<=50K
67,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,10605,0,35,>50K
60,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,7688,0,40,>50K
44,Private,HS-grad,9,Never-married,Sales,0,0,15,<=50K
38,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,0,0,50,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,0,0,40,>50K
65,Private,Masters,14,Married-civ-spouse,Prof-specialty,5556,0,50,>50K
33,Private,Assoc-acdm,12,Never-married,Adm-clerical,0,0,40,<=50K
29,?,HS-grad,9,Never-married,?,0,0,40,<=50K
18,Private,11th,7,Never-married,Sales,0,0,30,<=50K
43,Private,Prof-school,15,Divorced,Exec-managerial,0,0,40,<=50K
42,Private,Assoc-voc,11,Divorced,Exec-managerial,0,0,40,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,40,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,0,0,30,<=50K
36,Private,Assoc-acdm,12,Never-married,Tech-support,0,0,40,<=50K
41,State-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,0,0,40,>50K
